股票代码,股票简称,现价(元),涨跌幅(%),区间收盘价:前复权(元)2020.01.02-2020.12.09,加权净资产收益率(%)2020.09.30,区间开盘价:前复权(元)2020.01.02-2020.12.09,区间最高价:前复权(元)2020.01.02-2020.12.09,区间最低价:前复权(元)2020.01.02-2020.12.09,所属同花顺行业,预测净资产收益率(%)2022.12.31,预测净资产收益率(%)2021.12.31,预测净资产收益率(%)2020.12.31,净利润(元)2020.09.30,净资产(元)2020.09.30
603360.SH,百傲化学,19.40,-3.145,19.40,16.86,24.55,27.16428571,16.18571429,化工-化学制品-农药,--,--,--,178809189.22,1112654582.19
002372.SZ,伟星新材,18.54,-2.370,18.54,18.18,12.72,20.87,9.68,建筑材料-建筑材料-管材,26.1367,25.477,24.6648,734203745.04,3856108102.91
605376.SH,博迁新材,18.51,9.982,18.51,18.57,--,18.51,14.03,有色金属-新材料-金属新材料Ⅲ,--,--,--,115658064.09,680579455.08
603408.SH,建霖家居,18.51,-2.579,18.51,16.73,--,29.42,17.51,轻工制造-家用轻工-其他家用轻工,--,--,--,260838590.71,2263957209.2
002157.SZ,正邦科技,18.22,-1.938,18.22,43.63,16.43,26.68,11.14,农林牧渔-农产品加工-饲料Ⅲ,22.283,39.456,47.46,5433011803.46,16500016245.63
605118.SH,力鼎光电,17.98,-1.425,17.98,15.18,--,27.45,11.14,电子-光学光电子-光学元件,--,--,--,114359335.05,1089256314.33
603886.SH,元祖股份,17.90,-2.559,17.90,19,16.61,21.99,13.08,食品饮料-食品加工制造-食品综合,17.4525,17.3,17.185,293001892.99,1492349793.16
002022.SZ,科华生物,17.43,-2.680,17.43,15.54,11.685,25.99,11.485,医药生物-医疗器械服务-医疗器械Ⅲ,--,--,--,401829127.59,3461365805.71
600143.SH,金发科技,17.23,1.235,17.21,30.74,7.23,19.13,7.15,化工-化工合成材料-改性塑料,15.4467,15.6189,30.0956,3794203086.82,14790813049.89
600598.SH,北大荒,17.15,-0.407,17.15,15.12,9.41,22.88,8.44,农林牧渔-种植业与林业-粮食种植,15.67,16.44,15.9633,1037940907.77,6782909564.57
300206.SZ,理邦仪器,16.87,-1.114,16.87,40.36,7.108,27.9,6.948,医药生物-医疗器械服务-医疗器械Ⅲ,24.2967,26.24,36.0433,635941073.96,1830062230.92
002677.SZ,浙江美大,16.73,-3.462,16.73,21.97,12.908,22,9.788,家用电器-白色家电-小家电,29.6923,30.2117,29.0857,335246603.97,1493175202.86
002832.SZ,比音勒芬,16.43,-1.910,16.43,16.76,15.09411765,20.8,10.19411765,纺织服装-服装家纺-其他服装,20.9965,20.8435,19.8441,348651959.01,2205457413.01
000338.SZ,潍柴动力,16.26,-1.693,16.26,15.02,15.754,18.34,11.404,交运设备-汽车零部件-汽车零部件Ⅲ,16.8125,17.7982,18.2388,7105815774.83,74624300452.85
002124.SZ,天邦股份,16.03,-1.353,16.04,61.57,12.95,20.99,8.06,农林牧渔-农产品加工-饲料Ⅲ,25.0314,34.7471,55.9814,2824370401.67,8357408921.2
000987.SZ,越秀金控,15.93,-3.161,15.93,21.93,9.62,26.86,7.15,金融服务-保险及其他-多元金融,--,--,--,4510991476.42,30703365750.84
300415.SZ,伊之密,15.78,4.784,15.77,15.83,9.72,16.87,6.19,机械设备-专用设备-其它专用机械,21.6138,21.0386,18.2557,216770055.05,1482957517.92
002039.SZ,黔源电力,15.53,-0.577,15.52,15.06,14.65,17.7,12.48,公用事业-电力-水电,11,11.2,12.2,452400109.01,5593964278.72
603600.SH,永艺股份,15.50,-1.462,15.50,15.8,12.18,22.64,9.53,轻工制造-家用轻工-家具,21.71,20.67,19.05,207172776.28,1399752932.4
603601.SH,再升科技,15.37,-0.711,15.37,19.13,7.55,19.48,7.39,化工-化工新材料-玻纤,20.7086,20.1514,21.7557,317570885.59,1867454155.86
300559.SZ,佳发教育,15.10,-2.837,15.07,17.43,19.51333333,26,15,信息服务-计算机应用-软件开发及服务,25.2688,24.7883,22.8822,172636261.68,1121005180.31
300497.SZ,富祥药业,14.87,-0.734,14.87,16.57,11.75,22.84,10.375,医药生物-化学制药-化学原料药,22.6444,22.5256,20.1356,293564445.85,2032635885.75
002755.SZ,奥赛康,14.87,-1.262,14.87,18.08,16.02,22.28,13.8,医药生物-化学制药-化学制剂,20.445,21.385,22.705,479276144.81,2789506346.48
600720.SH,祁连山,14.72,-1.539,14.72,19.73,12.22,22.46,9.27,建筑材料-建筑材料-水泥制造,19.9219,21.7588,22.5012,1447601359.58,8587599883.01
300400.SZ,劲拓股份,14.42,3.891,14.42,18.47,14.51,19.42,10.82,机械设备-通用设备-其它通用机械,--,--,--,110922358.62,660897453.22
605066.SH,天正电气,14.37,-2.245,14.37,18.18,--,21.13,12.02,机械设备-电气设备-输变电设备,--,--,--,180099589.64,1667618464.43
600340.SH,华夏幸福,14.28,-1.721,14.28,15.23,21.21538462,21.5,13.33,房地产-房地产开发-房地产开发Ⅲ,22.6429,24.9013,25.785,7280066773.15,90942012122.66
002782.SZ,可立克,14.28,-2.326,14.28,20.81,10.55,16.88,8.59,电子-电子制造-电子零部件制造,--,--,--,195455015.85,1444772264.42
000789.SZ,万年青,14.19,-1.389,14.20,19.21,11.6,20.7,8.69,建筑材料-建筑材料-水泥制造,21.1767,22.8425,26.59,1023347693.2,8451353688.32
002726.SZ,龙大肉食,13.84,-0.928,13.88,23.22,6.991,15.4,5.221,食品饮料-食品加工制造-肉制品,23.495,24.7575,26.2325,614067011.13,3342125866.24
603363.SH,傲农生物,13.68,-2.006,13.68,29.64,12.18461538,20.80769231,8.53076923,农林牧渔-农产品加工-饲料Ⅲ,33.75,39.775,49.7,502274974.03,3724873963.56
600556.SH,天下秀,13.61,-2.086,13.61,22.99,12.2246,24.6,10.3146,信息服务-传媒-营销服务,26.7938,25.3992,23.2325,247228663.87,3257336957.03
603808.SH,歌力思,13.51,-0.807,13.52,16.68,14.72,18.91,9.8,纺织服装-服装家纺-女装,15.2138,14.7585,20.0523,341550846.16,2197668126.05
000935.SZ,四川双马,13.40,-0.520,13.40,15.36,16.504,16.944,11.454,建筑材料-建筑材料-水泥制造,--,--,--,696255708.81,4879230294.27
603609.SH,禾丰牧业,13.24,-2.647,13.24,15.29,11.65,19.14,8.91,农林牧渔-农产品加工-饲料Ⅲ,17.0657,18.6538,20.4975,928184218.31,7546019928.3
002401.SZ,中远海科,13.21,-2.365,13.21,15.47,11.27,19.25,8.97,信息服务-计算机应用-软件开发及服务,--,--,--,159838813.06,1106811381.52
002100.SZ,天康生物,13.20,-2.005,13.20,27.89,12.85,19.7,8.76,农林牧渔-农产品加工-饲料Ⅲ,19.1146,26.7723,35.5715,1477586003.68,6602827094.35
002734.SZ,利民股份,13.13,-2.015,13.13,16.83,10.49230769,17.86,8.47692308,化工-化学制品-农药,18.0193,18.0629,17.9,373916723.77,2484246570.59
603988.SH,中电电机,12.96,-1.069,12.96,22.41,9.215,20.257,7.735,机械设备-电气设备-电机,--,--,--,172334812.1,757804550
002582.SZ,好想你,12.84,-1.985,12.84,49.72,8.344,18.51,7.244,食品饮料-食品加工制造-食品综合,--,--,--,2238486243.11,5593403554.08
000532.SZ,华金资本,12.74,-2.374,12.75,15.13,12.02,14.52,8.93,金融服务-保险及其他-多元金融,--,--,--,138354683.72,1156934664.25
603598.SH,引力传媒,12.41,1.306,12.41,18.78,18.69,24.68,11,信息服务-传媒-营销服务,33.1,32.6433,24.9433,72306184.31,420840319.02
600731.SH,湖南海利,12.40,0.324,12.40,16.0531,7.27,12.98,5.64,化工-化学制品-农药,18.41,18.65,18.76,204528101.42,1483069232.71
002749.SZ,国光股份,12.38,-1.512,12.38,16.83,10.43177893,15.62,8.20379965,化工-化学制品-农药,20.3843,20.0329,18.9271,197327819.39,1294767484.84
300030.SZ,阳普医疗,12.32,-2.222,12.32,22.1,7.18,16.63,6.67,医药生物-医疗器械服务-医疗器械Ⅲ,--,--,--,207654211.12,1046466828.46
603880.SH,南卫股份,12.27,-1.048,12.28,15.06,9.11538462,24.48,8.2,医药生物-医疗器械服务-医疗器械Ⅲ,--,--,--,91894725.72,652148726.32
605158.SH,华达新材,12.21,-1.532,12.21,16.65,--,18.02,10.26,建筑材料-建筑材料-其他建材,--,--,--,202513595.1,1892480229.14
002909.SZ,集泰股份,10.93,-1.265,10.93,17.13,8.00714286,13.89,6.64285714,化工-化学制品-其他化学制品,27.75,23.65,21.45,94289891.31,571192455.14
000576.SZ,甘化科工,10.88,-1.716,10.88,49.74,7.63,13.62,5.61,国防军工-国防军工-地面兵装,--,--,--,744053599.58,1889502312.62
002436.SZ,兴森科技,10.80,-1.639,10.80,15.38,8.11,17.88,8.01,电子-半导体及元件-印制电路板,15.5333,13.9667,14.9333,457396065.52,3453013000.92
002027.SZ,分众传媒,10.28,-0.676,10.29,15.12,6.28,10.67,3.78,信息服务-传媒-营销服务,22.314,22.699,20.62,2202393644.82,15397162887.11
601225.SH,陕西煤业,10.07,1.615,10.07,18.13,8.69,10.98,6.35,采掘-煤炭开采加工-煤炭开采Ⅲ,14.664,15.4887,19.5687,11478632757.49,88250204874.12
002318.SZ,久立特材,10.03,-1.667,10.03,15.45,9.16,11.33,6.62,黑色金属-钢铁-特钢,15.0411,15.5322,15.6011,549155161.12,3860152454.28
000531.SZ,穗恒运A,9.48,-2.769,9.48,16.57,6.81,11.89,5.36,公用事业-电力-火电,--,--,--,766724030.42,5695826446.55
000961.SZ,中南建设,9.44,-0.735,9.45,15.78,10.48,11.01,6.63,房地产-房地产开发-房地产开发Ⅲ,23.9848,25.4412,25.4132,3684530516.04,37409368146.8
002432.SZ,九安医疗,9.34,-2.304,9.33,19.69,5.1,13.98,5.05,医药生物-医疗器械服务-医疗器械Ⅲ,--,--,--,363050993.65,2038650631
600234.SH,ST山水,9.30,-0.107,9.30,34.47,9.08,11.75,8.51,综合-综合-综合Ⅲ,--,--,--,29373945.68,122821095.44
300131.SZ,英唐智控,9.17,-7.194,9.16,18.83,5.19,12.45,4.4,电子-电子制造-电子零部件制造,15.37,11.45,9.55,285787517.63,1454083766.25
002761.SZ,多喜爱,8.84,-0.451,8.84,18.1,10.8,11.5,8.13,建筑材料-建筑装饰-房屋建设,--,--,--,780794350.91,5918136658.78
002548.SZ,金新农,8.70,-2.357,8.70,16.26,6.80769231,12.65,5.00769231,农林牧渔-农产品加工-饲料Ⅲ,22.8,25.4,26.2,325287420.29,2563060904.28
002107.SZ,沃华医药,8.57,-0.695,8.57,19.47,5.20625,13.11,5.11875,医药生物-中药-中药Ⅲ,--,--,--,140764542.46,878337066.58
600975.SH,新五丰,8.56,-3.058,8.56,18.57,8.1,12.95,5.77,农林牧渔-养殖业-畜禽养殖,--,--,--,237221496.61,1449771069.86
002567.SZ,唐人神,8.51,-1.732,8.51,19.3,8.84018,12.6,5.76018,农林牧渔-农产品加工-饲料Ⅲ,17.27,23.9913,32.4438,706373179.43,5582962393.52
002105.SZ,信隆健康,8.38,-5.311,8.38,18.09,5.7,11.01,4.25,交运设备-非汽车交运-其他交运设备,22.4,22.7,21.3,112790015.98,657719112.16
600802.SH,福建水泥,8.36,-3.241,8.36,15.19,7.31666667,11.94,5.825,建筑材料-建筑材料-水泥制造,--,--,--,218286908.01,1590915964
000922.SZ,佳电股份,7.93,-2.101,7.92,16.67,6.40833333,8.87,5.26666667,机械设备-电气设备-电机,--,--,--,390715126.14,2539194409.93
000911.SZ,南宁糖业,7.76,-1.896,7.76,45.31,6.05,9.42,5.71,农林牧渔-农产品加工-其他农产品加工,--,--,--,41592011.47,215440444.7
600804.SH,鹏博士,7.45,-3.247,7.45,106.03,6.17,10.79,4.4,信息设备-通信设备-通信配套服务,26.2475,27.3175,40.6625,1714448602.4,2560892807.69
000656.SZ,金科股份,7.38,-0.538,7.39,15.35,7.47,11.27,5.85,房地产-房地产开发-房地产开发Ⅲ,21.4442,21.16,20.3784,4436923105.93,62589059776.88
000955.SZ,欣龙控股,7.22,-2.957,7.22,29.47,8.6,14.95,7.01,纺织服装-纺织制造-其他纺织,--,--,--,212214166.3,947836251.97
600177.SH,雅戈尔,7.21,-0.552,7.21,20.19,6.82,7.73,5.93,纺织服装-服装家纺-男装,--,--,--,5584198535.34,27939126690.49
002443.SZ,金洲管道,7.01,-0.849,7.01,18.19,6.42,8.34,4.94,黑色金属-钢铁-特钢,12.105,11.915,19.75,469807755.6,2930194023.47
600507.SH,方大特钢,6.79,-1.594,6.79,20,6.77852349,8.4,4.96,黑色金属-钢铁-特钢,20.452,21.95,23.374,1497077206.28,8781654614.53
002016.SZ,世荣兆业,6.58,-2.807,6.58,18.49,8.72,8.94,6.18,房地产-房地产开发-房地产开发Ⅲ,--,--,--,646070796.65,3807903345.66
002467.SZ,二六三,6.53,-1.212,6.52,17.63,5.39,10.2,5.37,信息服务-通信服务-通信运营Ⅲ,11.63,10.6567,13.6133,396684742.63,2521028640.32
600606.SH,绿地控股,6.39,0.000,6.38,15.36,6.68,9.49,4.78,房地产-房地产开发-房地产开发Ⅲ,17.7413,17.9213,17.6388,12041354633.38,132516587188.65
600678.SH,四川金顶,6.24,-3.256,6.24,25.93,8.15,9.77,5.27,建筑材料-建筑材料-其他建材,--,--,--,36162903.07,158292366.18
002312.SZ,三泰控股,6.02,2.207,6.02,17.97,4.23,7.4,3.8,化工-化学制品-磷肥,13.154,12.386,17.08,628371779.77,3776311835.07
600217.SH,中再资环,5.83,-0.342,5.83,16.58,5.16,6.61,4.64,公用事业-环保工程-环保工程及服务,17.4,18.55,19.95,325471384.22,2137576400.13
002164.SZ,宁波东力,5.59,-1.930,5.59,239.83,3.8,6.56,2.93,机械设备-通用设备-机械基础件,--,--,--,1423113878.94,590517205.15
000027.SZ,深圳能源,5.51,-0.362,5.51,15.1,5.175,6.2,4.275,公用事业-电力-火电,--,--,--,3895286654.68,40254399360.62
601058.SH,赛轮轮胎,5.42,-1.812,5.42,15.56,4.41,6.6,3.4,化工-化工合成材料-轮胎,17.672,18.082,18.042,1173265612.13,8427770094.91
600836.SH,*ST界龙,5.34,-0.559,5.34,25.4,5.01,6.64,3.43,轻工制造-包装印刷-包装印刷Ⅲ,--,--,--,226343173.81,1050999004.95
000691.SZ,亚太实业,5.27,0.765,5.27,24.18,4.02,7.9,3.19,化工-化学制品-其他化学制品,--,--,--,20697865.88,227656736.74
000932.SZ,华菱钢铁,5.14,0.781,5.16,15.79,4.58,5.97,3.6,黑色金属-钢铁-普钢,15.9092,17.1992,18.8454,4837457117.35,36218695057.07
002264.SZ,新华都,5.14,-0.388,5.14,16.29,4.82,6.25,3.77,商业贸易-零售-百货零售,--,--,--,149974240.42,1003197237.74
600466.SH,蓝光发展,4.99,-0.598,4.99,15.93,7.193,7.463,4.713,房地产-房地产开发-房地产开发Ⅲ,17.6438,18.8614,18.5014,2670520095.62,46823959027.27
002681.SZ,*ST奋达,4.86,-4.331,4.86,41.62,5.64,6.84,2.5,电子-电子制造-电子零部件制造,--,--,--,1060756366.88,2280386656.19
000953.SZ,*ST河化,4.85,-1.020,4.85,45.32,4.35,6.86,3.75,化工-化学制品-其他化学制品,--,--,--,46602755.74,198451113.83
000737.SZ,ST南风,4.77,5.066,4.77,22.19,2.96,4.77,2.49,化工-基础化学-无机盐,--,--,--,99440027.39,498024292.67
002069.SZ,獐子岛,4.72,1.505,4.72,247.19,2.7,6.66,2.08,农林牧渔-养殖业-水产养殖,--,--,--,23515938.55,82765693.69
600610.SH,ST毅达,4.55,-0.219,4.55,16.6,--,7.04,3.7,化工-化学制品-其他化学制品,--,--,--,8067806.18,52797133.07
002072.SZ,ST凯瑞,4.48,-0.665,4.48,16.24,5.9,6.23,4.4,信息服务-计算机应用-软件开发及服务,--,--,--,4168908.02,32247788.03
000868.SZ,ST安凯,4.36,-1.134,4.36,47.58,5.35,6.59,3.1,交运设备-汽车整车-商用载客车,--,--,--,266536528.95,759928943.52
002255.SZ,*ST海陆,4.34,-0.459,4.34,29.96,3.2,6.4,2.44,机械设备-电气设备-电源设备,--,--,--,666778662.5,2789107216.06
600477.SH,杭萧钢构,4.06,-1.695,4.06,16.86,2.74,5.58,2.73,建筑材料-建筑装饰-专业工程,16.68,14.8675,19.895,647039857.46,4135234386.95
300459.SZ,金科文化,3.90,-2.743,3.90,15.44,3.2,6.48,2.13,信息服务-传媒-其他传媒,21.1,21.6,21.7,620875242.98,4362789617.98
600651.SH,*ST飞乐,3.66,-0.813,3.66,25.46,4.45,4.6,2.79,机械设备-通用设备-其它通用机械,--,--,--,687522324.43,3052866172.86
002121.SZ,*ST科陆,3.59,-0.554,3.59,25.92,4.34,4.66,2.87,机械设备-电气设备-电气自控设备,--,--,--,363820989.42,1818031187.2
002323.SZ,*ST雅博,3.35,0.000,3.35,15.28,2.99,4.26,2.22,建筑材料-建筑材料-其他建材,--,--,--,12808755.07,90728496.75
002131.SZ,利欧股份,3.30,-0.901,3.30,31.7,2.964,4.884,2.474,信息服务-传媒-营销服务,5.89,4.74,28.98,3086781880.22,11294357236.34
300111.SZ,向日葵,3.26,-2.395,3.26,38,2.36,6.65,1.82,医药生物-化学制药-化学制剂,--,--,--,23620670.94,190912812.39
002437.SZ,誉衡药业,3.02,-1.307,3.02,36.51,3.03,4.55,2.4,医药生物-化学制药-化学制剂,--,--,--,657691457.39,2138760160.74
600186.SH,莲花健康,2.82,-0.704,2.82,15.52,2.55535055,3.68,2.23247232,食品饮料-食品加工制造-调味发酵品,--,--,--,52333114.38,128692796.58
000017.SZ,*ST中华A,2.61,-1.136,2.61,53.98,4.53,5.43,2,交运设备-非汽车交运-其他交运设备,--,--,--,5263215.15,27297445.91
601975.SH,招商南油,2.53,-0.394,2.53,26.46,2.82,3.13,2.17,交通运输-港口航运-航运Ⅲ,--,--,--,1381405378.69,5927307287.92
000669.SZ,*ST金鸿,2.27,0.000,2.27,19.21,3.71,3.93,1.36,公用事业-燃气水务-燃气Ⅲ,--,--,--,252215550.81,1671019321.39
002247.SZ,*ST聚力,1.75,-1.685,1.75,31.57,2.85,3.17,1.27,信息服务-传媒-其他传媒,--,--,--,165378568.57,606973751.31
002113.SZ,*ST天润,1.57,-4.849,1.57,119.59,1.96,2.52,1.09,信息服务-传媒-其他传媒,--,--,--,409067129.56,514610092.88
